Number,Link,Description,Title,State,New,Image
1212S,https://www.mountaineers.org/books/books/north-skyline-mid-peninsula-ca-no-1212s-green-trails-maps,"Original Edition 2012

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

California's North Skyline and Mid-Peninsula area map. Printed on a rugged Waterproof Tear-Resistant Sheet.

Map Scale: 1:50,000 with inset of Pulgas Ridge O.S.P. and Edgewood County Park Area (1:18,000), Water Dog Park Area (1:18,000), Foothills Park and Arastradero Preserve Area (1:25,500) and Purisma Creek Redwoods Open Space Preserve, Huddart and Wunderlich County Park Area (1:25,500).",North Skyline * Mid-Peninsula,CA,,https://www.mountaineers.org/books/books/north-skyline-mid-peninsula-ca-no-1212s-green-trails-maps/@@images/37fe7540-7cd9-4f13-b53b-b3005b264d19.jpeg
1213S,https://www.mountaineers.org/books/books/south-skyline-san-jose-ca-no-1213s-green-trails-maps,"Original Edition 2010

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Castle Rock State Park, Rancho San Antonio O.S.P, Stevens Creek, Sanborn Skyline, Lexington Reservoir, Alamden Quicksilver

Map Scale: 1:50000",South Skyline * San Jose,CA,,https://www.mountaineers.org/books/books/south-skyline-san-jose-ca-no-1213s-green-trails-maps/@@images/5595ae1b-438e-4078-bd84-80b6b0be4153.jpeg
1226S,https://www.mountaineers.org/books/books/big-basin-ca-no-122s-green-trails-maps,"Original Edition 2010; Updated Edition 2015

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Skyline to the Sea Trail, Castle Rock, Big Basin State Park, Castle Rock State Park, Butano State Park, Ano Nuevo State Park, Pescadero Creek County Park. Printed on a rugged Waterproof - Tear Resistant Sheet

Map Scale: 1:50,000 with 1:31,680 inset of Skyline to the Sea Trail",Big Basin,CA,,https://www.mountaineers.org/books/books/big-basin-ca-no-122s-green-trails-maps/@@images/52ee256e-f7d6-4e23-9eac-1fdd857dee9b.jpeg
1227S,https://www.mountaineers.org/books/books/santa-cruz-ca-no-1227s-green-trails-maps,"Original Edition 2010; Updated Edition 2016

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

San Lorenzo Valley, Wilder Ranch State Park, Henry Cowell State Park, The Forest of Nisene Marks State Park, Fall Creek, Soquel Demonstration State Forest. Printed on a rugged Waterproof - Tear Resistant Sheet.

Map Scale: 1:50,000 with inset 1:21,120",Santa Cruz,CA,,https://www.mountaineers.org/books/books/santa-cruz-ca-no-1227s-green-trails-maps/@@images/5fa57a92-1349-49fc-9fe1-efa459f971ea.jpeg
1240SX,https://www.mountaineers.org/books/books/monterey-pebble-beach-carmel-ca-no-1240sx-green-trails-maps,"Updated/Revised 2017. Now in SX format

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Complete trail coverage of the Monterey Peninsula! Including Point Lobos, Pebble Beach, Fort Ord, Toro Regional Park, Elkhorn Slough and so much more.

Map Scale: 1:63360 with inset of Point Lobos, Garland Ranch Regional Park, Jacks Peak County Park, Elkhorn Slough, and Fort Ord National Monument (inset scale 1:31,680)",Monterey Pebble Beach * Carmel,CA,,https://www.mountaineers.org/books/books/monterey-pebble-beach-carmel-ca-no-1240sx-green-trails-maps/@@images/448f2418-9667-4531-ad2d-d58c438fa05a.jpeg
1256SX,https://www.mountaineers.org/books/books/big-sur-ventana-wilderness-ca-no-125sx-green-trails-maps,"Original Edition 2014; Updated Edition 2017

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Discover Big Sur and the Ventana Wilderness. Printed on a rugged Waterproof - Tear Resistant Sheet. Field Survey 2013.

Map Scale: 1:63360

Includes inset of Andrew Molera State Park to Pfeiffer Big Sur State Park at 1:31680",Big Sur Ventana Wilderness,CA,,https://www.mountaineers.org/books/books/big-sur-ventana-wilderness-ca-no-125sx-green-trails-maps/@@images/5134012c-3a92-4552-9d91-65082c48c50f.jpeg
130S,https://www.mountaineers.org/books/books/ozette-wa-no-130s-green-trails-maps,"Original Issue Date 1987; Latest Revision 2017

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Olympic National Park
Olympic Coast National Marine Sanctuary
Flattery Rocks National Wildlife Refuge
Quillayute Needles National Wildlife Refuge
Ozette Lake
Ozette Campground
Cape Alava
Sand Point
Wedding Rocks
Rialto Beach Picnic Area",Ozette,WA,,https://www.mountaineers.org/books/books/ozette-wa-no-130s-green-trails-maps/@@images/215bebf4-3051-4b4b-aecf-cfb8552cb7d2.jpeg
133S,https://www.mountaineers.org/books/books/seven-lakes-basin-hoh-river-trail-wa-no-133s-green-trails-maps,"From Olympic Hot Springs to the summit of 7969-foot Mount Olympus, highest and snowiest summit on the Olympic Peninsula, this maps contains some of Olympic National Park’s finest trails and iconic locations. Map 133S contains the entire Hoh River Trail from the Hall of Mosses to Olympus’ Glacier Meadows. Map 133S also highlights the Sol Duc River Valley and legendary High Divide; a lofty mile high ridge teetering above the emerald Hoh Rain Forest and within the shadows of Mount Olympus. Find on this map as well, quieter but equally beautiful locations—the North Fork Sol Duc River, Little Divide, Happy Lake Ridge, Appleton Pass and Cat Basin Primitive Trail in the awe-inspiring Bailey Range. And map 133S includes a 1: 24000 scale close up of the Mount Olympus massif and its climbing routes.

Original Issue Date 2004; Latest Revision 2016

Map Scale 1:50,000 with 1:24,000 inset of Mount Olympus",Seven Lakes Basin * Hoh River Trail,WA,,https://www.mountaineers.org/books/books/seven-lakes-basin-hoh-river-trail-wa-no-133s-green-trails-maps/@@images/0d0cb4b7-8753-4807-9aab-b18476e933fe.jpeg
134S,https://www.mountaineers.org/books/books/hurricane-ridge-elwha-north-wa-no-134s-green-trails-maps,"This wonderfully detailed map highlights two of Olympic National Park’s most popular hiking areas. If you’re planning on exploring the park’s accessible alpine meadows at mile high Hurricane Ridge; or exploring the old-growth forests, old homesteads, and deep wilderness along the free-flowing Elwha River Valley, this map has you covered. Map 134S includes the following trails: Lake Angeles, Heather Park, Grand Ridge, Grand Valley Upper Cameron Creek, Little River, Hurricane Hill, Long Ridge to Dodge Point, Hayden Pass and the entire upper Elwha Valley trail system from the Madison Falls Nature Trail to the Elwha River Trail just beyond the Hayes River. Map also includes the new trails in the former Lake Mills Area as well as a detailed close-up inset (1:24,000 scale) of the nature trails, and recreational facilities in the heart of Hurricane Ridge.

Original Edition 2005; Light Revision 2019

Map Scale 1:50,000 with 1:24,000 inset of Hurricane Ridge",Hurricane Ridge * Elwha North,WA,,https://www.mountaineers.org/books/books/hurricane-ridge-elwha-north-wa-no-134s-green-trails-maps/@@images/5fe7fc6e-1221-4f5f-8441-3e3b7e0bab14.jpeg
13SX,https://www.mountaineers.org/books/books/mount-baker-wilderness-climbing-wa-no-13sx-green-trails-maps,"Whether you’re getting ready to climb Washington’s snowiest volcano, take a short nature walk near Baker Lake or set off for an alpine lake or summit in the nearly 120,000-acre Mount Baker Wilderness; this map has you covered. Map 13S includes trails radiating from the Mount Baker Highway and the highly scenic Heather Meadows and Artist Point. Plan a fall foliage hike on Yellow Aster Butte, a fire lookout excursion to Park Butte or Winchester Mountain, and an extravagant wildflower adventure along the High Divide with this map. Map 13S also prominently displays all campgrounds in the popular Baker Lake region as well trails throughout the spectacular Schriebers Meadow and Mount Baker National Recreation Area. Detailed climbing routes on the 10,781-foot peak are also included.",Mount Baker Wilderness Climbing,WA,,https://www.mountaineers.org/books/books/mount-baker-wilderness-climbing-wa-no-13sx-green-trails-maps/@@images/73016902-9988-4c94-b172-7d6b3220fd7f.jpeg
148S,https://www.mountaineers.org/books/books/echo-ridge-wa-no-148s-green-trails-maps,"12 x 18 in. unfolded (shipped folded, 6 x 9). waterproof, tear resistant, ultralight map printed on Polyart.

As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others


Map Scale 1:10,560",Echo Ridge,WA,,https://www.mountaineers.org/books/books/echo-ridge-wa-no-148s-green-trails-maps/@@images/de8705fa-fb7a-4ba5-908b-5c715e2f7cb7.jpeg
163S,https://www.mountaineers.org/books/books/la-push-wa-no-163s-green-trails-maps,"Original Issue Date 1987; Latest Revision 2018

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Olympic National Park
Olympic Coast National Marine Sanctuary
Quillayute Needles National Wildlife Refuge
Mora Campground
Mora Ranger Station
Second Beach
Third Beach
Kalaloch Campground
Destruction Island",La Push,WA,,https://www.mountaineers.org/books/books/la-push-wa-no-163s-green-trails-maps/@@images/9afd6ac4-ced6-451b-8e0e-c6d141743f1b.jpeg
168SX,https://www.mountaineers.org/books/books/olympic-mountains-east-wa-no-168sx-green-trails-maps,"From Olympic National Park’s Staircase Region near Lake Cushman north to the Gray Wolf Valley and Grand Ridge, this map covers some of the most popular and stunning trails in the Olympic Peninsula. With this map plan multiple adventures into Olympic National Forest’s Buckhorn, The Brothers, and Mount Skokomish Wildernesses as well as into the heart of Olympic National Park. Epic destinations you’ll find on this map include Grand Valley, Cameron Pass, Hayden Pass, Lake LaCrosse, Flapjack Lakes, Marmot Pass, Tubal Cain Mine, Mount Ellinor and the Lena Lakes. Map 168SX also includes the Duckabush, Dosewallips and Dungeness Valleys and the Pacific Northwest Trail from Snow Creek to Hayden Pass.

Original Edition 2014, Current Edition 2021

Map Scale 1:50,000",Olympic Mountains East,WA,,https://www.mountaineers.org/books/books/olympic-mountains-east-wa-no-168sx-green-trails-maps/@@images/c1eb78d4-b842-42ef-80de-724a91145e1f.jpeg
174SX,https://www.mountaineers.org/books/books/middle-fork-snoqualmie-wa-no-174sx-green-trails-maps,"Some of the best trails along the Cascade Front can be found in this map which encompasses the entire Middle Fork Snoqualmie River Valley from the classic Mailbox Peak to the river’s headwaters at Dutch Miller Gap. A mere hour from Seattle, this valley offers fine day hikes, excellent backpacking destinations, and great mountain biking trails. Map includes many backcountry lakes; Dorothy, Snoqualmie, Williams, Hester, Nordrum, Snow, Marten, Kaleetan, Pratt, Thompson, and the Granite Lakes among them. The Ira Spring Trail, Dirty Harrys Peak Trail, CCC Road Trail and Rock Creek Trail are also detailed on this special series map. Trails in DNR’s Middle Fork Snoqualmie NRCA and the Pratt River addition to the Alpine Lakes Wilderness can also be found.

Original Edition 2016; Latest Edition 2021

Map Scale 1:31,680",Middle Fork Snoqualmie,WA,,https://www.mountaineers.org/books/books/middle-fork-snoqualmie-wa-no-174sx-green-trails-maps/@@images/9aac134a-bb73-45fc-97c1-2f636909c472.jpeg
176S,https://www.mountaineers.org/books/books/alpine-lakes-west-stevens-pass-wa-no-176s-green-trails-maps,"The 400,000-plus acre Alpine Lakes Wilderness teems with hundreds of sparkling backcountry lakes, deep glaciated valleys cloaked with old-growth forests, hundreds of snow and glacier capped peaks and miles of meadows that burst with dazzling blossoms throughout the summer. This map covers the heart of the wilderness and includes the upper Icicle Creek valley, upper Cle Elum River valley, the Miller River valley and Foss River valley. Also included in this map is Mount Daniel, the highest peak in the wilderness. With this map plan hikes to the West Fork Foss Lakes, Necklace Valley, Marmot Lake, Surprise Lake, Larch Lake, Scottish Lakes and many others. Map also includes the Pacific Crest Trail from Waptus Lake to Union Gap.br>
Original Edition 2012; Latest Edition 2020

Map Scale 1:63,360",Alpine Lakes West Stevens Pass,WA,,https://www.mountaineers.org/books/books/alpine-lakes-west-stevens-pass-wa-no-176s-green-trails-maps/@@images/125bd7b7-11bb-4ab5-b31c-840e2bc88f4a.jpeg
203S,https://www.mountaineers.org/books/books/cougar-mountain-wa-no-203s-green-trails-maps,"These two Issaquah Alps contain large park systems and more than 60 miles of trails. Less than 20 miles east of Seattle; Cougar and Squak mountains offer some of the best hiking and trail running opportunities and terrain so close to a major American city. Our special series map of these two mountains is presented at a 1:24000 scale to show the entire trail network in good detail as well as the area’s major features. Map includes the entire Cougar Mountain Wildland Park, Squak Mountain State Park, Lake Sammamish State Park, Coal Creek Park, May Creek Park, Lewis Creek Park, Lakemont Community Park, as well as area community parks and corridor connectors. Use this map to not only plan great hiking and running routes, but also to locate some of the area’s historical and cultural features which include old coal mines, town sites, and anti-aircraft missile sites. br>
Original Edition 1999; Latest Edition 2022

Map Scale 1:24000",Cougar Mountain,WA,,https://www.mountaineers.org/books/books/cougar-mountain-wa-no-203s-green-trails-maps/@@images/2230715f-1a8b-410d-b347-babf111f7ca6.jpeg
204S,https://www.mountaineers.org/books/books/tiger-mountain-wa-no-204s-green-trails-maps,"Consisting of several summits with the highest topping out at just over 3,000 feet, Tiger Mountain is a locally prominent peak in the Seattle metropolitan area. One of the Issaquah Alps, it provides exceptional hiking, running, and mountain biking opportunities. Much of Tiger lies within a state forest with more than 4,000 acres managed as a Natural Resources Conservation Area. More than 60 miles of trails traverse nearly every corner of this state forest and this map covers them all as well as the forest’s extensive road system. Plan trips to Tradition Lake’s family friendly trail network—or lung busting hikes to West Tiger and Poo Poo Point with their sweeping views—or a challenging run on the 16 mile Tiger Mountain Trail (TMT) which traverses the state forest. This map also includes the nearby Taylor Mountain Forest with its more than 20 miles of trails popular with equestrians and trail runners.br>
Original Edition 1999; Latest Revision 2019

Map Scale 1:24000",Tiger Mountain,WA,,https://www.mountaineers.org/books/books/tiger-mountain-wa-no-204s-green-trails-maps/@@images/62f82a6f-3eaf-4d08-9156-033bc26c3b3b.jpeg
205S,https://www.mountaineers.org/books/books/rattlesnake-mountain-wa-no-205s-green-trails-maps,"Rattlesnake ledge is one of the most popular hikes in the state. But there is so much more to Rattlesnake Mountain than the 2 mile trail to its famous ledges. The highest of the Issaquah Alps topping in at over 3500-feet, Rattlesnake contains more than ten miles of other trails leading to sweeping views, quiet forests, and a couple of summits. Our 205S map includes the entire mountain as well as the adjacent Raging River State Forest. This map also displays the upper Snoqualmie Valley Trail from Rattlesnake Lake to Fall City, Cedar Butte, Twin Falls Natural Area, Meadowbrook Farm, Tollgate Farm, the eastern half of the Preston-Snoqualmie Trail and the community trails on Snoqualmie Ridge.br>
Original Edition 2002; Latest Edition 2017

Map Scale 1:24000",Rattlesnake Mountain,WA,,https://www.mountaineers.org/books/books/rattlesnake-mountain-wa-no-205s-green-trails-maps/@@images/38d9c16e-3586-49e3-851c-16c412836c9a.jpeg
206S,https://www.mountaineers.org/books/books/mount-si-nrca-wa-no-206s-green-trails-maps,"Rising above North Bend at the confluence of the three forks of the Snoqualmie River, Mount Si is an iconic landmark and a popular hiking destination. The 4167-foot mountain is part of a large Washington DNR Natural Resources Conservation Area containing several other peaks and an excellent network of trails. Map 206S features all of the trails on Mount Si, as well as Little Si, Mount Teneriffe and Green Mountain. This map also features the lower Middle Fork Snoqualmie River Valley covering Mailbox Peak, the CCC Road Trail, South Bessemer Mountain, Granite Lakes, and Thompson Lake. Map 206S also contains several popular trails along the I-90 corridor just outside of North Bend; Mount Washington, Olallie State Park, McClellan Butte, and Dirty Harry’s Peak.br>
Original Edition 2002; Latest Edition 2021

Map Scale 1:24000",Mount Si * NRCA,WA,,https://www.mountaineers.org/books/books/mount-si-nrca-wa-no-206s-green-trails-maps/@@images/93bbdd31-4d60-430e-bd82-2b7b2b16f3ce.jpeg
207SXL,https://www.mountaineers.org/books/books/snoqualmie-pass-gateway-wa-no-207sxl-green-trails-maps,"Easily accessible from the Seattle metropolitan area via I-90; the Snoqualmie Pass area offers miles of excellent trails—from short easy nature walks to challenging multi-night adventures to adventurous scrambles and climbs. Some of Washington’s most beautiful and popular trails depart from this corridor—many acting as portals into the sprawling 400,000-plus acre Alpine Lakes Wilderness. Map includes Pacific Crest Trail highlights, Mirror Lake, Lodge Lake, and the Kendall Katwalk—a heart-racing stretch of trail blasted into a narrow precipitous cliff side. Other map highlights include Lake Lillian, the Rampart Lakes, Snow Lake, Gold Creek, Franklin Falls, Granite Mountain, Denny Creek, the Ira Spring Trail and the Palouse to Cascades Trail. Map 207SXL also prominently displays the region’s wide array of winter recreation trails.",Snoqualmie Pass Gateway,WA,,
208SX,https://www.mountaineers.org/books/books/alpine-lakes-east-stuart-range-wa-no-208sx-green-trails-maps,"Explore the legendary Enchantment Lakes, lofty and lonely Icicle Ridge and sunny wildflower-saturated Teanaway Country with this expansive map. Some of the Cascades’ most popular and spectacular trails are displayed on Map 208SX. Trails to Colchuck Lake, Lake Ingalls, Snow Lakes, Lake Augusta, the Scottish Lakes, and Red Top Mountain. Map includes mountain bike and community trails in the resort towns of Leavenworth and Roslyn; as well as the Icicle Creek Valley with its extensive long-distance trail network and trail systems within the new Teanaway Community Forest. Find trails less traveled as well; trails along Easton Ridge, Kachess Ridge, the Chiwaukum Mountains, Nason Ridge; and in the Ingalls Creek valley, and West and Middle Fork of the Teanaway River valleys.br>
Original Edition 2014; Latest Edition 2021

Map Scale 1:63,360",Alpine Lakes East Stuart Range,WA,,https://www.mountaineers.org/books/books/alpine-lakes-east-stuart-range-wa-no-208sx-green-trails-maps/@@images/24b33c85-348e-4394-b23b-9a83cb44d5eb.jpeg
209S,https://www.mountaineers.org/books/books/the-enchantments-wa-no-209s-green-trails-maps-1,"Affectionately referred to as the ""chants"" by its legions of admirers, the legendary Enchantment Lakes basin is a magical place of sparkling alpine lakes and craggy and icy peaks within the Stuart Range. This detailed (Scale 1: 44500) map covers the core special permit areas as well as Stuart Pass, Trout Lake, and Lake Ingalls. It’s ideal for backpackers, scramblers, climbers and trail runners planning an epic adventure to this land of shiny granite ledges, shimmering waters, glistening snowfields, prolific herds of mountain goats, and, in autumn, stunning golden larches.br>
Original Edition 1989; Latest Edition 2023

Map Scale 1:44,500",The Enchantments,WA,,https://www.mountaineers.org/books/books/the-enchantments-wa-no-209s-green-trails-maps-1/@@images/8a1ae5e8-a204-4625-9a3c-9c2a1a151833.jpeg
211S,https://www.mountaineers.org/books/books/wenatchee-wa-no-211s-green-trails-maps,"Mission Ridge rises more than 6,000 feet above the city of Wenatchee on the Columbia River. Far enough east to be within the Cascade rain shadow and high enough to receive ample snowfall, Mission Ridge offers superb skiing opportunities. Our 211S map provides detailed coverage of the system of roads and trails doubling as backcountry skiing, snowshoeing, and snowmobile routes. Mission Ridge is also known for its excellent mountain biking and horseback riding trails. This map covers The Devils Gulch trail system, Tronsen Ridge, Table Mountain and Blewett Pass. Map also covers the northern half of the Colockum Wildlife Area, the Foothills Trails, and other community trails within and near Wenatchee. Map also includes a close-up (1:24,000 scale) of the Devils Gulch Mission Ridge Trail network.

1:69500 Wenatchee Map, 1:24000 Mission Ridge Devils Gulch detailed Inset. Printed on a rugged Waterproof - Tear Resistant Sheet.

Reprinted 2023br>
Map Scale 1:69,500 with 1:24000 inset of Mission Ridge / Devils Gulch",Wenatchee,WA,,https://www.mountaineers.org/books/books/wenatchee-wa-no-211s-green-trails-maps/@@images/f680db2c-7535-4bbe-aed1-091ec6bcd964.jpeg
2462S,https://www.mountaineers.org/books/books/valley-of-fire-nv-no-2462s-green-trails-maps,"Areas covered:
Moapa Valley National Wildlife Refuge
Valley of Fire State Park
Lake Mead - Overton Arm
BLM Rangeland
As every experienced backcountry adventurer knows, possessing solid tools for navigation is one of the Ten Essentials for a safe adventure. There are, of course, many technological options out there, but to truly be prepared there’s really nothing better than a paper map--and there’s absolutely no better map than a color topographic Green Trails map. Fully vetted and high quality, Green Trails maps are not only useful for trip planning but will keep backcountry travelers on track, long after the batteries have died on other navigational devices.

Each map includes:
Trails coded for hikers only, as well as mountain bikers, stock, skiers, and snowmobilers
Icons for parking and picnic areas, tent camping and RV spaces, bathrooms and backcountry toilets, points of interest, waterfalls, springs, and gates
Dot-to-dot trail distances, contour intervals, adjacent map numbers, and permits required
Land designations: national and state parks, national forest, wilderness, DNR land, private land, tribal land, and others
br>
br>
Map Scale 1:200,000 with 1:45,000 inset of Valley of Fire State Park",Valley of Fire,NV,,https://www.mountaineers.org/books/books/valley-of-fire-nv-no-2462s-green-trails-maps/@@images/390a8d0f-15c1-4908-b8a7-be147ea1d8bd.jpeg
2470S,https://www.mountaineers.org/books/books/charleston-peak-nv-no-2470s-green-trails-maps,"Hike to the roof top of Las Vegas. At 11,918-feet, Charleston Peak is the highest summit in the Spring Mountains and it lies a mere 35 miles northwest of the sprawling city. Explore this peak, much of the surrounding 57,400-acre Mount Charleston Wilderness Area, Lee Canyon and Kyle Canyon with this exceptionally detailed 1:24,000 scale special series map. Map includes the Charleston Peak National Recreation Trail, Griffith Peak Trail, Fletcher Canyon Trail, Upper and Lower Bristlecone Trails and the Bonanza Trail. Use this map to visit seasonal waterfalls, windswept summits and lofty ridges providing views from the Las Vegas Valley to the Death Valley; and groves of bristlecone pines, some of the oldest trees on the planet living up to 5,000 years.

Reprinted 2021br>
Map Scale 1:24,000",Charleston Peak,NV,,https://www.mountaineers.org/books/books/charleston-peak-nv-no-2470s-green-trails-maps/@@images/259fb1ea-1a79-498a-a208-f96ef102e6d3.jpeg
2474S,https://www.mountaineers.org/books/books/red-rock-canyon-nv-no-2474s-green-trails-maps,"This spectacular area of red rock formations, sandstone mountains, and rugged desert canyons lies a mere 15 miles west of the Las Vegas Strip. Nearly 200,000 acres of this region is managed as the Red Rock Canyon National Conservation Area (NRCA) and is traversed by miles of excellent hiking and mountain biking trails. The region also contains many popular rock climbing routes. Map 2474S provides detailed descriptions of the trails and roads within the NRCA core. This includes all of the trails radiating from the Scenic Drive and the Spring Mountain Ranch area; as well as the trails traversing the Cottonwood Valley and Bird Spring Range. Take this map with you to negotiate the Mustang Trail and Deadhorse Loop-New 33 mountain biking trails; or for sauntering up canyons in the Sandstone Bluffs. Looking for a good workout with some exceptional views of the surrounding desert and Las Vegas Valley? This map will help you summit Turtlehead Peak and Calico Tanks. Or if you prefer something nice and easy, check out the nature trails of Willow Springs tucked in the White Rock Hills.br>
Original Edition 2005; Latest Edition 2020

Map Scale 1:30,000",Red Rock Canyon,NV,,https://www.mountaineers.org/books/books/red-rock-canyon-nv-no-2474s-green-trails-maps/@@images/9d94f69e-13a6-4660-a59f-c1bc9f7a52f4.jpeg
269SX,https://www.mountaineers.org/books/books/mount-rainier-wonderland-climbing-wa-no-269sx-green-trails-maps,"Whether exploring Washington’s grand volcano and highest peak for a quick day trip, a multi-day backpacking adventure, or climbing to its 14,411-foot summit; this map is a must. Comprehensive in its scope, Map 269S contains every trail within the 235,000-acre Mount Rainier National Park. This map is integral too if you are planning on hiking the classic 93 mile round the mountain Wonderland Trail. Campsites are prominently and accurately shown as well as cultural and natural highlights along the trail. Map also includes a profile of the elevation gained and lost on this trail. 269S also contains a detailed large scale map of the volcano highlighting the Paradise Valley and the mountain’s numerous climbing routes.br>
Original Edition 2016; Latest Edition 2021

Map Scale 1:63,360 with 1:24,000 inset",Mount Rainier Wonderland Climbing,WA,,https://www.mountaineers.org/books/books/mount-rainier-wonderland-climbing-wa-no-269sx-green-trails-maps/@@images/017ddf09-6b4d-4444-90c5-fdd1f6df2983.jpeg
270S,https://www.mountaineers.org/books/books/paradise-wa-no-270s-green-trails-maps,"Original Issue Date 1988; Latest Revision 2021

Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

1:17500 scale detail of Mount Rainer National Park - Paradise
Mount Rainier National Park
Jackson Visitor Center
Panorama Point
Reflection Lakes",Paradise,WA,,https://www.mountaineers.org/books/books/paradise-wa-no-270s-green-trails-maps/@@images/d0892142-2614-4cfb-bf07-0f01cc7d0281.jpeg
2800S,https://www.mountaineers.org/books/books/flagstaff-az-no-2800s-green-trails-maps,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

On the edge of the Colorado Plateau this NEW map covers of the extensive San Francisco Peaks trail network and the surrounding urban trail system of Flagstaff. Epic trails up the highest Peak in AZ and down to Native Cliff dwellings, around ancient stratovolcanoes along lush pine canyons await. Year-round multi-use adventures on foot, bike or horse await in this outdoor lovers paradise. Printed on a rugged Waterproof - Tear Resistant Sheet.br>
Map Scale 1:63,360. Reprinted 2023.",Flagstaff,AZ,,https://www.mountaineers.org/books/books/flagstaff-az-no-2800s-green-trails-maps/@@images/075cac36-4a61-4cf9-acb1-4c17ed148450.jpeg
2805S,https://www.mountaineers.org/books/books/sedona-red-rock-country-az-no-2805s-green-trails-maps,"Arizona’s Red Rock Country surrounding the small city of Sedona consists of some of the most stunning scenery in the American West. Abutting the Coconino National Forest and containing an extensive community trail system, Sedona is one of the premier mountain biking, backpacking, hiking, trail running, and horseback riding destinations in the state. Our map covers in detail the city’s extensive trail network, as well as the trails traversing the mesas, canyons, and ridges of the 18,500-acre Munds Mountain Wilderness, the 43,950-acre Red Rock Secret Mountain Wilderness, and the sprawling lonely 50,000-acre Sycamore Canyon Wilderness. This map also contains two close-up insets of Red Rock and Slide Rock State Parks’ trails. Use this map too for biking, hiking, camping, and sightseeing Arizona’s spectacular Oak Creek Canyon, a natural landmark that rivals in beauty the Grand Canyon.br>
Original Edition 2008; Latest Edition 2017

Map Scale 1:55,000 with insets of Red Rock State Park and Slide Rock State Park",Sedona * Red Rock Country,AZ,,https://www.mountaineers.org/books/books/sedona-red-rock-country-az-no-2805s-green-trails-maps/@@images/595c392f-d3ec-439a-b1f7-7de041c0be14.jpeg
2810S,https://www.mountaineers.org/books/books/cave-creek-az-no-2810s-green-trails-maps,"Green Trails Maps show the most current trail, road, and access information to national forests, national parks, state and local parks and other public lands.

Spur Cross Ranch Conservation Area, Cave Creek Regional Park, Tonto National Forest. Printed on a rugged Waterproof - Tear Resistant Sheet.br>
Original Edition 2010; Latest Edition 2018

Map Scale 1:35,000",Cave Creek,AZ,,https://www.mountaineers.org/books/books/cave-creek-az-no-2810s-green-trails-maps/@@images/ee565bae-f64e-4046-a1aa-5c2eece3ebc4.jpeg
2813S,https://www.mountaineers.org/books/books/phoenix-mountain-preserve-az-no-2813s-green-trails-maps,"Hike, trail run, or mountain bike a series of prominent peaks right in Phoenix. Our Phoenix Mountains Preserve Map covers a series of popular parks protecting several of the locally prominent Phoenix Mountains located just minutes north of downtown. Map 2813S includes detailed trail coverage for the Dreamy Draw Recreation Area, Piestewa Peak Trail network, the North Mountain Preserve, Lookout Mountain Preserve ,and iconic 2704-foot Camelback Mountain; one of the city’s highest summits and most popular hikes. Map also includes a convenient chart showing allowed uses on each trail within the multi-unit preserve.

Original Edition 2016, Reprinted 2021br>
Map Scale 1:20,000",Phoenix Mountain Preserve,AZ,,https://www.mountaineers.org/books/books/phoenix-mountain-preserve-az-no-2813s-green-trails-maps/@@images/440538c2-5c4e-4851-a6a2-903a12f00611.jpeg
2815S,https://www.mountaineers.org/books/books/mcdowell-mountains-az-no-2815s-green-trails-maps,"Located within the cities of Scottsdale and Fountain Hills, the McDowell Mountains offer some of the best hiking, mountain biking, and horseback riding opportunities within the Phoenix metropolitan area. More than 50,000 acres of this range has been protected from development within the McDowell Mountain Regional Park and the McDowell Sonoran Preserve. And more than 230 miles of trails traverse these sprawling properties as well as link them to area neighborhoods. Hike to prominent McDowell Peak, iconic Toms Thumb, or the range’s highest summit 4067-foot East End and enjoy exceptional views of greater Phoenix and the Mazatzal Range. Map also includes the McDowell Competitive Tracks and Sunrise Equestrian Trails.",McDowell Mountains,AZ,,https://www.mountaineers.org/books/books/mcdowell-mountains-az-no-2815s-green-trails-maps/@@images/a7663352-7e0c-43f2-83fa-21f9c164b4dc.jpeg
